CompoundID,InChIKey,SMILES,logS,logP,MW
A-4260,SJZKULRDWHPHGG-UHFFFAOYSA-N,O=C1CCN(CC1)Cc2ccccc2,-1.016982858,1.8515,189.258
A-4264,XKORCTIIRYKLLG-ONEGZZNKSA-N,COC(=O)\C=C(/C)N,-0.805923544,0.0219,115.132
A-4265,DESJYLHXGYGZJG-UHFFFAOYSA-N,F.[Na].[MgH2].O=[Si]=O,-0.856665127,-1.7629,129.401
A-4267,KMCFMEHSEWDYKG-UHFFFAOYSA-N,Nc1ccc(cc1)N(CCO)CCO.O[S](O)(=O)=O,-0.218413053,-0.593,294.329
A-4268,QOPSSYZLVIENBR-UHFFFAOYSA-J,[NH4+].[NH4+].[Zn++].[Zn++].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O,-0.289761762,-6.5936,346.882
A-4269,VDQVEACBQKUUSU-UHFFFAOYSA-M,[Na+].[Na+].[SH-],0.352490659,-6.2621,79.055
A-4270,AIYYMMQIMJOTBM-UHFFFAOYSA-L,[Ni++].CC([O-])=O.CC([O-])=O,0.00053768,-2.4901,176.781
A-4271,BYEAHWXPCBROCE-UHFFFAOYSA-N,OC(C(F)(F)F)C(F)(F)F,0.020110333,1.4719,168.036
A-4274,ZUWXIYHFBSJORS-UHFFFAOYSA-K,[Na+].[Na+].[Na+].OC(=O)C1=CC(CC=C1O)(Nc2nc(NC3(CC=C(O)C(=C3)C(O)=O)[S]([O-])(=O)=O)nc(NC4(CC=C(O)C(=C4)C(O)=O)[S]([O-])(=O)=O)n2)[S]([O-])(=O)=O,-0.689646011,-10.5864,846.627
A-4276,CBOCVOKPQGJKKJ-UHFFFAOYSA-L,[Ca++].[O-]C=O.[O-]C=O,0.121211094,-3.6486,130.112
A-4277,JTXMVXSTHSMVQF-UHFFFAOYSA-N,CC(=O)OCCOC(C)=O,0.068474963,0.1126,146.142
A-4278,JALBGZPFNQMHSM-UHFFFAOYSA-L,[Na+].[Na+].Nc1c2C(=O)c3ccccc3C(=O)c2c(Nc4ccc(cc4)[S](=O)(=O)CCO[S]([O-])(=O)=O)cc1[S]([O-])(=O)=O,-0.563962397,-5.0496,626.554
A-4281,QTLQKAJBUDWPIB-UHFFFAOYSA-N,[O--].[O--].[O--].[As+3].[As+3],-1.045896296,-1.118,197.841
A-4282,PMPJQLCPEQFEJW-GNTLFSRWSA-L,[Na+].[Na+].[O-][S](=O)(=O)c1ccccc1\C=C/c2ccc(cc2)c3ccc(cc3)\C=C/c4ccccc4[S]([O-])(=O)=O,-1.504668533,-0.4894,562.576
A-4283,DOJXGHGHTWFZHK-UHFFFAOYSA-N,ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl,-1.17979792,3.2959,264.75
A-4285,JYFHYPJRHGVZDY-UHFFFAOYSA-N,CCCCO[P](O)(=O)OCCCC,-1.087251192,2.7202,210.21
A-4286,XJRBAMWJDBPFIM-UHFFFAOYSA-N,COC=C,-0.531030497,0.7763,58.08
A-4287,SFPNZPQIIAJXGL-UHFFFAOYSA-N,CCOCCOC(=O)C(C)=C,-0.96747386,1.1422,158.197
A-4291,RDULEYWUGKOCMR-UHFFFAOYSA-N,CCOC(=O)C(Cl)C(C)=O,-0.985949247,0.7459,164.588
A-4293,FGZWHMWBAASFOQ-YMOXRGJDSA-K,[Na+].[Na+].[Na+].CCN1C(=O)C(=N/Nc2cc(Nc3nc(Cl)nc(Nc4ccc(c(Nc5nc(N)nc(Cl)n5)c4)[S]([O-])(=O)=O)n3)c(cc2[S]([O-])(=O)=O)[S]([O-])(=O)=O)\C(=C(C(N)=O)C1=O)C,-0.759001213,-9.1409,969.628
A-4296,BHUXAQIVYLDUQV-UHFFFAOYSA-N,CCN(CC)CC(C)O,0.102111364,0.709,131.219
A-4301,YUKQRDCYNOVPGJ-UHFFFAOYSA-N,CC(N)=S,0.336339534,0.2924,75.136
A-4303,LLHKCFNBLRBOGN-UHFFFAOYSA-N,COCC(C)OC(C)=O,0.083023239,0.5844,132.159
A-4304,BPSOMXDZJFRMBW-UHFFFAOYSA-M,[NH4+].[Na+].COc1cc(c(C)cc1NC(=O)C(N=Nc2ccc(cc2)c3sc4c(ccc(C)c4[S]([O-])(=O)=O)n3)C(C)=O)[S]([O-])(=O)=O,-0.623062478,1.45714,671.711
A-4305,DKWHHTWSTXZKDW-UHFFFAOYSA-N,CCCCOCCOCCOCOCCOCCOCCCC,-1.301635776,2.6437,336.469
A-4306,JJTUDXZGHPGLLC-UHFFFAOYSA-N,CC1OC(=O)C(C)OC1=O,-0.936025863,-0.1366,144.126
A-4307,JPOXNPPZZKNXOV-UHFFFAOYSA-N,ClCBr,-0.889164102,1.5776,129.384
A-4308,PXBFMLJZNCDSMP-UHFFFAOYSA-N,NC(=O)c1ccccc1N,-0.913922317,0.3677,136.154
A-4312,UFLHIIWVXFIJGU-ARJAWSKDSA-N,CC\C=C/CCO,-0.785854804,1.335,100.161
A-4316,XCYWUZHUTJDTGS-UHFFFAOYSA-N,COC1CCC=CO1,-0.853333105,1.283,114.144
A-4318,ZUFQODAHGAHPFQ-UHFFFAOYSA-N,[H+].[Cl-].Cc1ncc(CO)c(CO)c1O,-0.111712583,-2.80328,205.641
A-4321,MSLRPWGRFCKNIZ-UHFFFAOYSA-J,[Na+].[Na+].[Na+].[Na+].OO.OO.OO.[O-]C([O-])=O.[O-]C([O-])=O,-0.309433822,-16.8258,314.018
A-4322,BLXVTZPGEOGTGG-UHFFFAOYSA-N,CCCCCCCCCc1ccc(OCCOCCO)cc1,-0.304510239,4.3674,308.462
A-4323,ZJYYHGLJYGJLLN-UHFFFAOYSA-N,NC(N)=N.SC#N,1.106488088,-0.76415,118.165
A-4324,DBMJMQXJHONAFJ-UHFFFAOYSA-M,[Na+].CCCCCCCCCCCCO[S]([O-])(=O)=O,-0.283881408,0.3881,288.385
A-4325,AFGBRTKUTJQHIP-UHFFFAOYSA-N,CC(C)C(N1CCCNC1=O)C(O)=O,-1.102861926,0.5109,200.238
A-4326,MEHLEOUIWVWVBF-UHFFFAOYSA-N,CC(=O)OC(C=C)C#N,-0.898693945,0.62768,125.127
A-4329,NDVWOBYBJYUSMF-UHFFFAOYSA-N,CC1CCCCC1O,-0.864495868,1.5574,114.188
A-4334,IBLKWZIFZMJLFL-UHFFFAOYSA-N,CC(O)COc1ccccc1,-1.003417731,1.4462,152.193
A-4335,CVSVTCORWBXHQV-UHFFFAOYSA-N,CN(CC(O)=O)C(N)=N,-0.938741673,-1.10373,131.135
A-4336,RNVCVTLRINQCPJ-UHFFFAOYSA-N,Cc1ccccc1N,-0.853925235,1.57722,107.156
A-4337,DVFGEIYOLIFSRX-UHFFFAOYSA-N,CCCCC(CC)COCCCN,-1.096509119,2.5682,187.327
A-4339,YGHRJJRRZDOVPD-UHFFFAOYSA-N,CC(C)CC=O,-0.759083357,1.2314,86.134
A-4342,QZNNVYOVQUKYSC-JEDNCBNOSA-N,[Cl-].N[C@@H](Cc1[nH]cnc1)C(O)=O.[H+],-0.107649886,-3.5194,191.618
A-4344,HWGNBUXHKFFFIH-UHFFFAOYSA-I,[Na+].[Na+].[Na+].[Na+].[Na+].[O-][P]([O-])(=O)O[P]([O-])(=O)O[P]([O-])([O-])=O,-0.395423212,-18.8346,367.862
A-4348,QNSCGSPRKIPKTN-RKJRWTFHSA-N,[Na+].O[C@H](C[O-])[C@H]1OC(=C(O)C1=O)O,-0.132544773,-5.0354,198.106
A-4349,HFCUBKYHMMPGBY-UHFFFAOYSA-N,COCCOC(=O)C=C,0.043941678,0.362,130.143
A-4350,IKEURONJLPUALY-UHFFFAOYSA-N,[H+].[Cl-].NNc1ccc(cc1)[S](N)(=O)=O,-0.19127437,-3.2639,223.685
A-4351,YBBLOADPFWKNGS-UHFFFAOYSA-N,CN(C)C(N)=O,0.212431567,-0.3733,88.11
A-4352,XTFKWYDMKGAZKK-UHFFFAOYSA-N,[K+].[Au+].[C-]#N.[C-]#N,-0.304208728,-2.80576,288.101
A-4353,MVVIVTYJFSLIBC-QISMBRTESA-D,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)c1ccc(cc1)N=Nc2ccc(cc2)N=Nc3ccc(\C=C\c4ccc(cc4[S]([O-])(=O)=O)N=Nc5ccc(cc5)N=Nc6ccc(cc6)[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O.[O-][S](=O)(=O)c7ccc(cc7)N=Nc8ccc(cc8)N=Nc9ccc(/C=C/c%10ccc(cc%10[S]([O-])(=O)=O)N=Nc%11ccc(\C=C\c%12ccc(cc%12[S]([O-])(=O)=O)N=Nc%13ccc(cc%13)N=Nc%14ccc(cc%14)[S]([O-])(=O)=O)c(c%11)[S]([O-])(=O)=O)c(c9)[S]([O-])(=O)=O,-1.231545685,-9.296,2420.104
A-4356,IWYDHOAUDWTVEP-UHFFFAOYSA-N,OC(C(O)=O)c1ccccc1,-0.032126941,0.8046,152.149
A-4359,YIROYDNZEPTFOL-UHFFFAOYSA-N,CC1(C)NC(=O)NC1=O,0.03847382,-0.3956,128.131
A-4361,HECFMGCMMKUMIN-YZNHWISSSA-N,[Na+].[Na+].[Na+].[Na+].OCCNc1nc(Nc2cccc(c2)[S](O)(=O)=O)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(NCCO)nc(Nc6cccc(c6)[S](O)(=O)=O)n5)cc4[S](O)(=O)=O)c(c3)[S](O)(=O)=O)n1,-0.887690427,-8.9874,1080.982
A-4364,QLZHNIAADXEJJP-UHFFFAOYSA-N,O[P](O)(=O)c1ccccc1,-1.026923058,0.4896,158.093
A-4367,RTBLVNSNIFUUFC-UHFFFAOYSA-L,[Na+].[Na+].CC1=NN(C(=O)C1N=Nc2ccccc2C([O-])=O)c3ccc(cc3)[S]([O-])(=O)=O,-1.491314993,-5.1628,446.352
A-4371,BAINTIMFWTXLNC-UHFFFAOYSA-M,[Na+].[O-][S](=O)(=O)c1ccc(Nc2nc(Cl)nc(Cl)n2)cc1,-1.38103092,-1.1699,343.127
A-4372,RUMPVAYNMPZNCZ-UHFFFAOYSA-N,CCCCCCCCCc1ccccc1O.CC2CO2.OCCNCCO.C=O,-1.463069491,3.4661,413.599
A-4374,LCVNGSHJQQOSDB-UHFFFAOYSA-M,[Cl-].CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3n(C)c4ccccc4[n+]3C,-1.450561375,0.6264,397.906
A-4376,NTIZESTWPVYFNL-UHFFFAOYSA-N,CC(C)CC(C)=O,-0.851479539,1.6215,100.161
A-4377,VMPITZXILSNTON-UHFFFAOYSA-N,COc1ccccc1N,-0.944324013,1.2774,123.155
A-4379,SAMJGBVVQUEMGC-UHFFFAOYSA-N,C=COCCOCCOC=C,-1.053070208,1.3232,158.197
A-4383,HTXSZYABOIULBS-ZHMXUHHZSA-K,[Na+].[Na+].[Na+].CN(c1ccc2c(c1)C=C(/C(=N/Nc3ccccc3[S]([O-])(=O)=O)C2=O)[S]([O-])(=O)=O)c4nc(Cl)nc(Nc5cccc(c5)[S]([O-])(=O)=O)n4,-0.752029987,-6.5928,788.085
A-4386,XTVVROIMIGLXTD-UHFFFAOYSA-N,[Cu++].[O-][N+]([O-])=O.[O-][N+]([O-])=O,0.866122887,-0.4807,187.554
A-4392,WTKZEGDFNFYCGP-UHFFFAOYSA-N,[nH]1cccn1,1.28788965,0.4097,68.079
A-4393,XSFKEMHKDFPDNK-UHFFFAOYSA-M,CCN(CC[N+](C)(C)CC(C)O)c1ccc(cc1)N=Nc2ccc(cc2Cl)[N+]([O-])=O.CC([O-])=O,-0.573145985,3.7033,493.992
A-4394,ACBFJDARQXVXLX-UHFFFAOYSA-M,[Cl-].CCN(CC[N+](C)(C)CC(C)O)c1ccc(cc1)N=Nc2ccc(cc2Cl)[N+]([O-])=O,-0.551894305,1.9511,470.401
A-4395,CKBLQUOAMGLVCH-UHFFFAOYSA-L,[Cu++].[O-]C(=O)C1CCC(=O)N1.[O-]C(=O)C2CCC(=O)N2,-0.384250204,-3.9727,319.76
A-4396,MFZGSFUTGDGCSC-UHFFFAOYSA-L,[Na+].[Na+].COc1cc(ccc1NC(=O)Nc2ccc(cc2OC)N=Nc3cccc(c3)[S]([O-])(=O)=O)N=Nc4cccc(c4)[S]([O-])(=O)=O,-0.714875651,-0.0052,684.62
A-4400,ZMARGGQEAJXRFP-UHFFFAOYSA-N,CC(CO)OC(=O)C(C)=C,-0.044931546,0.4865,144.17
A-4401,SWUIQEBPZIHZQS-UHFFFAOYSA-N,Cc1ccc2OCC(=O)COc2c1,-1.114155449,1.33532,178.187
A-4402,MUUDQLHCIAOWPR-UHFFFAOYSA-N,CCOC(=O)c1ccnc(c1)C(=O)OCC,-1.2184149,1.435,223.228
A-4404,DQMJISXEQAOPNR-MOSUJMLHSA-L,[Na+].[Na+].[K].[K].OCCN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(CCO)CCO)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,-1.887960137,-4.162,1039.16
A-4405,XMLYCEVDHLAQEL-UHFFFAOYSA-N,CC(C)(O)C(=O)c1ccccc1,-1.091532091,1.6402,164.204
A-4406,OEMSKMUAMXLNKL-UHFFFAOYSA-N,CC1=CCC2C(C1)C(=O)OC2=O,-1.09999437,1.0423,166.176
A-4407,FZQYZMODYSBPES-UHFFFAOYSA-N,CCCCC(CC)CO.O[P](O)(O)=O,-1.237789285,1.2665,228.225
A-4411,BYGQBDHUGHBGMD-UHFFFAOYSA-N,CCC(C)C=O,-0.821231264,1.2314,86.134
A-4412,NTYICSDTCGMBQM-UHFFFAOYSA-N,CC(C)CN(CC(C)C)C=O,-1.082666634,1.7568,157.257
A-4414,ZNDGAXCBZGSJGU-UHFFFAOYSA-N,CN1C(=C(NC=O)C(=O)N(C)C1=O)N,-1.183120855,-1.7655,198.182
A-4415,WIBRJYWLQKJILM-YFVOZPKESA-K,[Na+].[Na+].[Na+].CCN(c1ccccc1)c2nc(Cl)nc(Nc3cc(cc4C=C(\C(=N/Nc5ccc(C)cc5[S]([O-])(=O)=O)C(=O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2,-0.800434395,-5.89428,816.139
A-4416,LSWYGACWGAICNM-UHFFFAOYSA-N,C=CCOCC1CO1,0.049756882,0.5878,114.144
A-4423,XWEOGMYZFCHQNT-UHFFFAOYSA-N,CCOC(=O)CC1(C)OCCO1,-0.144823593,0.7026,174.196
A-4424,OJJZXLAZFFTFNT-AZMQIZTHSA-J,[Li+].[Li+].[Na+].[Na+].COc1cc(ccc1N\N=C/2C(=O)c3c(O)cc(cc3C=C2[S]([O-])(=O)=O)[S]([O-])(=O)=O)N(O)\N=C\4C=CC(=N\N=C\5C(=O)c6c(O)cc(cc6C=C5[S]([O-])(=O)=O)[S]([O-])(=O)=O)\C(=C4)OC,-0.909479678,-11.2876,1006.703
A-4426,BQFYGYJPBUKISI-UHFFFAOYSA-N,[K+].[O-][V](=O)=O,-0.046573827,-4.4251,138.037
A-4427,FZLIPJUXYLNCLC-UHFFFAOYSA-N,[La],0.947184106,0,138.906
A-4428,OBOXNUGISJYBKV-ZKLNYUHUSA-J,[Li+].[Li+].[Na+].[Na+].Nc1c(N=Nc2ccc(cc2)[S](=O)(=O)CCO[S]([O-])(=O)=O)c(cc3C=C(\C(=N/Nc4cc(Nc5nc(F)nc(F)c5Cl)ccc4[S]([O-])(=O)=O)C(=O)c13)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-0.913801018,-10.2254,1015.13
A-4429,FBVKADSDGSVOTJ-SADQMHESSA-J,[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)OCC[S](=O)(=O)c1ccc(N\N=C/2C(=O)c3c(Nc4nc(Cl)nc(Nc5cccc(c5)[S]([O-])(=O)=O)n4)cc(cc3C=C2[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc1,-0.903187957,-11.3626,984.222
A-4430,MUXOBHXGJLMRAB-UHFFFAOYSA-N,COC(=O)CCC(=O)OC,-0.075223164,0.1126,146.142
A-4433,KTPIWUHKYIJBCR-UHFFFAOYSA-N,O=C(OCC1CO1)C2CC=CCC2C(=O)OCC3CO3,-1.34010886,0.4528,282.292
A-4434,XVYOQBDTLDXFQL-UHFFFAOYSA-N,[Ca++].CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O,-1.266527042,0.35658,238.296
A-4435,LRXBCDZWNALTBO-UHFFFAOYSA-L,[Na+].[Na+].[O-][S](=O)(=O)C1=CC(=O)C2=C(NNc3ccc(NC(=O)C(Br)=C)cc3[S]([O-])(=O)=O)C(=N)C=CC2=C1,-1.6785332,-4.85583,615.351
A-4436,NUWHYWYSMAPBHK-UHFFFAOYSA-N,Oc1ccc(cc1O)C#N,-1.023516095,0.96948,135.122
A-4437,LTHJXDSHSVNJKG-UHFFFAOYSA-N,CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(C)=C,-1.41863926,1.2748,330.377
A-4438,HVBSAKJJOYLTQU-UHFFFAOYSA-N,Nc1ccc(cc1)[S](O)(=O)=O,-1.141273025,0.5155,173.193
A-4439,SKTCDJAMAYNROS-UHFFFAOYSA-N,COC1CCCC1,-0.903788639,1.5754,100.161
A-4440,FKSRSWQTEJTBMI-UHFFFAOYSA-N,Nc1ccc(cc1N)[S](O)(=O)=O,-1.181216395,0.0977,188.208
A-4442,VRGKDCRTYBCJTA-AATRIKPKSA-N,O=N\C=C/1NC=CC=C1,-1.000451858,1.2673,122.127
A-4444,CIFFBTOJCKSRJY-UHFFFAOYSA-N,O=C1NC(=O)C2CC=CCC12,-1.093091418,0.2252,151.165
A-4445,HJOVHMDZYOCNQW-UHFFFAOYSA-N,CC1=CC(=O)CC(C)(C)C1,-1.061358221,2.3218,138.21
A-4446,JJYPMNFTHPTTDI-UHFFFAOYSA-N,Cc1cccc(N)c1,-0.950835248,1.57722,107.156
A-4449,BCYNJKQQXIODNZ-UHFFFAOYSA-N,CCN(CC)c1ccc(cc1)C(c2ccc(cc2)N(CC)CC)c3c4cc(ccc4ccc3[S](O)(=O)=O)[S](O)(=O)=O,-0.698476149,6.2058,596.771
A-4450,MSXVEPNJUHWQHW-UHFFFAOYSA-N,CCC(C)(C)O,0.126659691,1.1673,88.15
A-4451,VXNYVYJABGOSBX-UHFFFAOYSA-N,[Rh+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,0.607411262,-0.7198,288.918
A-4453,UMGDCJDMYOKAJW-UHFFFAOYSA-N,NC(N)=S,0.188516266,-0.8113,76.124
A-4456,XBPKXTOUESGOQS-JVNZOHJBSA-K,[Li+].[Na+].[Na+].[O-][S](=O)(=O)c1cc(NC(=O)c2ccccc2)c3C(=O)C(=N/Nc4ccc5c(CNc6nc(F)nc(F)c6Cl)cccc5c4[S]([O-])(=O)=O)/C(=Cc3c1)[S]([O-])(=O)=O,-0.890086508,-5.2035,885.098
A-4458,GHMLBKRAJCXXBS-UHFFFAOYSA-N,Oc1cccc(O)c1,1.003488328,1.0978,110.112
A-4459,YMKDRGPMQRFJGP-UHFFFAOYSA-M,[Cl-].CCCCCCCCCCCCCCCC[n+]1ccccc1,-0.486149552,3.4594,339.995
A-4461,LZDXRPVSAKWYDH-UHFFFAOYSA-N,CCC(CO)(CO)COCC=C,-0.199755177,0.57,174.24
A-4462,VWWOJJANXYSACS-UHFFFAOYSA-N,CSCCC(O)C#N,-0.07654115,0.62398,131.2
A-4463,SEPQTYODOKLVSB-UHFFFAOYSA-N,CC(C)=CC=O,0.116503747,1.1515,84.118
A-4464,WMFOQBRAJBCJND-UHFFFAOYSA-M,[Li+].[OH-],0.662123436,-3.1728,23.948
A-4465,NECRQCBKTGZNMH-UHFFFAOYSA-N,CC(C)CC(C)(O)C#C,-1.036597924,1.4167,126.199
A-4466,DCFDVJPDXYGCOK-UHFFFAOYSA-N,O=CC1CCC=CC1,-0.977550168,1.5416,110.156
A-4468,HNYOPLTXPVRDBG-UHFFFAOYSA-N,O=C1CC(=O)NC(=O)N1,-1.048661639,-1.2575,128.087
A-4470,JNTPTNNCGDAGEJ-UHFFFAOYSA-N,OCCCCCCCl,-1.082442195,1.7779,136.622
A-4471,BTNXBLUGMAMSSH-UHFFFAOYSA-N,N#CCCCCCCC#N,-1.081092287,2.37416,136.198
A-4472,CLQMBPJKHLGMQK-UHFFFAOYSA-N,CC(C)C1(C)N=C(NC1=O)c2ncccc2C(O)=O,-1.364029386,1.0709,261.281
A-4474,ISBHMJZRKAFTGE-ARJAWSKDSA-N,CC\C=C/C#N,-0.859899212,1.47618,81.118
A-4477,BKCCAYLNRIRKDJ-UHFFFAOYSA-O,C1C[NH+]=C(N1)c2ccccc2,-1.126518075,-0.883,147.201
A-4478,OTLDLKLSNZMTTA-UHFFFAOYSA-N,OCC1CCC2C3CC(CC3CO)C12,-1.25150549,1.2694,196.29
A-4479,IWYDHOAUDWTVEP-SSDOTTSWSA-N,O[C@@H](C(O)=O)c1ccccc1,-0.141666762,0.8046,152.149
A-4480,HOVAGTYPODGVJG-UHFFFAOYSA-N,COC1OC(CO)C(O)C(O)C1O,0.745212549,-2.5673,194.183
A-4483,NHNWEVUXQTXHJI-UHFFFAOYSA-N,OCC#CCO.ClCC1CO1,0.777871543,-0.4016,178.615
A-4484,LJPCNSSTRWGCMZ-UHFFFAOYSA-N,CC1CCOC1,0.090131249,1.0428,86.134
A-4485,PHFQLYPOURZARY-UHFFFAOYSA-N,[Cr+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,0.64563055,-0.7198,238.008
A-4486,XBSXOHLQFBHTPM-UHFFFAOYSA-N,CC(O)SC=C,0.005493119,1.2014,104.174
A-4487,YMIBJBNQAFRCFJ-DCWIDPHOSA-L,[Na+].[Na+].Nc1ccc(N=Nc2ccc(cc2)N=Nc3c(N)c4C(=O)C(=N/Nc5ccccc5)/C(=Cc4cc3[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(N)c1,-0.827397585,-1.2734,705.646
A-4488,ZGTMUACCHSMWAC-UHFFFAOYSA-L,[Na+].[Na+].OC(=O)CN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O,-0.505418744,-10.7326,336.208
A-4489,LYGJENNIWJXYER-UHFFFAOYSA-N,C[N+]([O-])=O,0.233501766,-0.1071,61.04
A-4490,YZDZYSPAJSPJQJ-UHFFFAOYSA-N,[Sm+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,0.486017387,-0.7173,336.372
A-4492,QXLPXWSKPNOQLE-UHFFFAOYSA-N,CCC(C)(O)C#C,0.016731992,0.7806,98.145
A-4493,IBVAQQYNSHJXBV-UHFFFAOYSA-N,NNC(=O)CCCCC(=O)NN,-0.232457951,-1.4734,174.204
A-4495,XTHFKEDIFFGKHM-UHFFFAOYSA-N,COCCOC,1.045169179,0.2792,90.122
A-4496,RYHBNJHYFVUHQT-UHFFFAOYSA-N,C1COCCO1,1.054994515,0.0332,88.106
A-4498,SECXISVLQFMRJM-UHFFFAOYSA-N,CN1CCCC1=O,1.003781751,0.2386,99.133
A-4499,XGEGHDBEHXKFPX-UHFFFAOYSA-N,CNC(N)=O,1.130281439,-0.7155,74.083
A-4500,YODZTKMDCQEPHD-UHFFFAOYSA-N,OCCSCCO,0.91296789,-0.2958,122.189
A-4501,YASYEJJMZJALEJ-UHFFFAOYSA-N,O.OC(=O)CC(O)(CC(O)=O)C(O)=O,0.677495406,-2.0732,210.138
A-4503,MTHSVFCYNBDYFN-UHFFFAOYSA-N,OCCOCCO,0.974198666,-1.0124,106.121
A-4504,PFPUZMSQZJFLBK-UHFFFAOYSA-N,CC(=C)C(=O)OCCN1CCNC1=O,0.702848146,0.1309,198.222
A-4505,QVNXEWQCNPSJLG-UHFFFAOYSA-N,[H+].[Cl-].CN(C)C(C)(C)CO,0.813458956,-2.5646,153.653
A-4507,LHIJANUOQQMGNT-UHFFFAOYSA-N,NCCNCCO,0.982328216,-1.473,104.153
A-4508,CRVGTESFCCXCTH-UHFFFAOYSA-N,CN(CCO)CCO,0.923854927,-1.0972,119.164
A-4509,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,OCCOCCOCCO,0.823405251,-0.9958,150.174
A-4510,GSEJCLTVZPLZKY-UHFFFAOYSA-N,OCCN(CCO)CCO,0.826260286,-1.7347,149.19
A-4511,SZIFAVKTNFCBPC-UHFFFAOYSA-N,OCCCl,1.094128597,0.2175,80.514
A-4512,MLIREBYILWEBDM-UHFFFAOYSA-N,OC(=O)CC#N,1.07026441,-0.01532,85.062
A-4513,OMIGHNLMNHATMP-UHFFFAOYSA-N,OCCOC(=O)C=C,0.935107933,-0.2921,116.116
A-4514,WOFDVDFSGLBFAC-UHFFFAOYSA-N,CC(O)C#N,1.148258691,-0.10922,71.079
A-4515,CEBKHWWANWSNTI-UHFFFAOYSA-N,CC(C)(O)C#C,1.075111062,0.3905,84.118
A-4516,YBRBMKDOPFTVDT-UHFFFAOYSA-N,CC(C)(C)N,1.135850982,0.7436,73.139
A-4517,DKGAVHZHDRPRBM-UHFFFAOYSA-N,CC(C)(C)O,1.130047012,0.7772,74.123
A-4518,BSKHPKMHTQYZBB-UHFFFAOYSA-N,Cc1ccccn1,1.03091506,1.39002,93.129
A-4519,DGVVWUTYPXICAM-UHFFFAOYSA-N,OCCS,1.107148825,-0.0915,78.136
A-4520,PYSGFFTXMUWEOT-UHFFFAOYSA-N,CN(C)CCCO,0.986467618,-0.0696,103.165
A-4521,BZVFPIHTRLNAQA-UHFFFAOYSA-M,CO[S]([O-])(=O)=O.C[n+]1ccn(C=C)c1,0.657084083,-0.4939,220.25
A-4522,FEPBITJSIHRMRT-UHFFFAOYSA-N,Oc1ccc(cc1)[S](O)(=O)=O,0.759009194,0.6389,174.177
A-4523,NDWUBGAGUCISDV-UHFFFAOYSA-N,OCCCCOC(=O)C=C,0.841125102,0.4881,144.17
A-4524,FXHOOIRPVKKKFG-UHFFFAOYSA-N,CN(C)C(C)=O,1.059872163,0.0945,87.122
A-4525,ONONIESHMTZAKB-UHFFFAOYSA-N,CC(NC=O)C#N,1.008308858,-0.35552,98.105
A-4526,HPNMFZURTQLUMO-UHFFFAOYSA-N,CCNCC,1.135850982,0.6158,73.139
A-4527,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,CNC(C)=O,1.13611233,-0.2477,73.095
A-4528,NOWKCMXCCJGMRR-UHFFFAOYSA-N,C1CN1,1.365835212,-0.4104,43.069
A-4529,BMRWNKZVCUKKSR-UHFFFAOYSA-N,CCC(O)CO,1.045169179,-0.2504,90.122
A-4530,OWBTYPJTUOEWEK-ZXZARUISSA-N,C[C@@H](O)[C@H](C)O,1.045169179,-0.252,90.122
A-4531,PAFZNILMFXTMIY-UHFFFAOYSA-N,NC1CCCCC1,1.003589033,1.2778,99.177
A-4532,HTJDQJBWANPRPF-UHFFFAOYSA-N,NC1CC1,1.243394316,0.1075,57.096
A-4533,CTSLXHKWHWQRSH-UHFFFAOYSA-N,ClC(=O)C(Cl)=O,0.896449406,0.5172,126.926
A-4534,ZHNUHDYFZUAESO-UHFFFAOYSA-N,NC=O,1.346391976,-0.8985,45.041
A-4535,AFVFQIVMOAPDHO-UHFFFAOYSA-N,C[S](O)(=O)=O,1.017244979,-0.496,96.107
A-4536,RNVVYVPDHMKDTL-UHFFFAOYSA-N,COC(=O)COCO,0.920442528,-0.8742,120.104
A-4537,HDZGCSFEDULWCS-UHFFFAOYSA-N,CNN,1.336553508,-0.9205,46.073
